# Site: US-GL2
# Version: 1-5
TIMESTAMP_START,TIMESTAMP_END,TAU,TAU_SSITC_TEST,H,H_SSITC_TEST,LE,LE_SSITC_TEST,FC,FC_SSITC_TEST,FH2O,CO2,CO2_MIXING_RATIO,H2O,H2O_MIXING_RATIO,T_SONIC,TA,PA,RH,VPD_PI,WS,WS_MAX,WD,USTAR,MO_LENGTH,ZL,FETCH_MAX,FETCH_70,FETCH_90,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,SW_IN,LW_IN,WD_SIGMA,TW
202502120030,202502120100,-0.293858,1,61.5496,0,65.1666,0,-0.914734,0,1.43101,421.892,422.52,1.48506,1.48727,-11.711,-11.388,99.9416,58.0336,1.07357,4.91016,7.23429,277.875,0.470156,-146.963,-0.185081,668.357,1221.97,1830.73,0.803766135,0.882475495,0.52316441,0.226382862,0,177.6,10.69819,-9999
202502120100,202502120130,-0.0472683,1,75.979,0,53.1552,0,-1.42042,0,1.16712,421.918,422.548,1.49055,1.49277,-11.839,-11.505,99.9513,58.8027,1.04405,5.40484,7.41677,269.529,0.188513,-7.67474,-3.5441,295.525,838,1769,0.569409343,0.534042133,0.467639819,0.237084795,0,176.8,6.20128,-9999
202502120130,202502120200,-0.0813281,1,57.142,0,52.895,0,-0.788741,0,1.1613,421.886,422.488,1.42552,1.42756,-11.917,-11.606,99.9514,56.6952,1.0886,5.6566,7.20632,265.499,0.247221,-23.0162,-1.18178,483.52,884.029,1324.44,0.426889916,0.571024518,0.412310563,0.240183472,0,177.3,6.320426,-9999
202502120200,202502120230,-0.110197,1,72.9608,0,61.493,0,-1.16987,0,1.34983,421.945,422.594,1.53398,1.53634,-12.038,-11.797,99.941,61.9422,0.942188,5.33829,6.9827,260.961,0.287689,-28.4045,-0.957594,511.93,935.971,1402.25,0.480765015,0.498157606,0.446753847,0.228726693,0,177.5,5.958401,-9999
202502120230,202502120300,-0.0695458,1,83.546,0,66.384,0,-1.29388,0,1.45718,422.092,422.754,1.5656,1.56806,-12.064,-11.803,99.9515,63.2561,0.909222,5.43838,6.86056,262.861,0.228533,-12.4355,-2.18729,417.377,763.099,1143.26,0.363092275,0.413498489,0.458084053,0.253786918,0,184,4.841176,-9999
202502120300,202502120330,-0.0575133,1,77.4348,0,48.7606,0,-1.43851,0,1.0703,422.116,422.781,1.57409,1.57657,-12.116,-11.835,99.957,63.7649,0.894349,5.13416,6.73365,266.706,0.207807,-10.0879,-2.69629,408.142,746.214,1117.96,0.453426951,0.490348855,0.428353826,0.257884276,0,182.6,6.03995,-9999
202502120330,202502120400,-0.0906546,1,79.4782,0,64.9284,0,-1.17247,0,1.42535,421.971,422.542,1.35137,1.3532,-12.045,-11.711,99.9478,54.1977,1.14175,5.5941,7.66893,270.074,0.260961,-19.4622,-1.39758,465.092,850.336,1273.96,0.609554756,0.485106174,0.456887295,0.240067282,0,181.1,5.469138,-9999
202502120400,202502120430,-0.0691651,1,66.2159,0,59.9166,0,-0.833757,0,1.31526,422.409,422.944,1.26342,1.26502,-12.133,-11.77,99.9225,50.8985,1.2182,6.23177,7.66048,268.128,0.227941,-15.5645,-1.74756,463.15,846.787,1268.64,0.46353317,0.457430869,0.401168294,0.219839259,0,194.9,4.66607,-9999
202502120430,202502120500,-0.034959,1,44.532,0,47.5844,0,-0.403339,0,1.04461,422.334,422.9,1.33764,1.33943,-12.002,-11.708,99.9042,53.611,1.15664,5.95747,7.39675,264.363,0.16209,-8.32096,-3.26885,401.348,1134,2389,0.440491771,0.383129221,0.386304284,0.206620425,0,184,4.089157,-9999
202502120500,202502120530,-0.0457299,1,63.0574,0,55.5177,0,-0.892998,0,1.219,422.175,422.754,1.37038,1.37226,-11.751,-11.5,99.8963,54.0105,1.16597,5.08336,6.75174,261.762,0.185468,-8.80295,-3.08987,298.879,850,1800,0.399254305,0.441825758,0.433061197,0.208606567,0,190.1,5.541804,-9999
202502120530,202502120600,-0.0269256,0,33.7355,0,33.5549,0,-0.558088,0,0.736758,421.72,422.265,1.29102,1.29269,-11.679,-11.51,99.8812,50.9149,1.24348,3.87913,5.64239,258.598,0.142321,-7.43409,-3.65882,275.597,782,1652,0.507220859,0.57678939,0.360696548,0.16567619,0,181.4,9.576109,-9999
202502120600,202502120630,0.0518731,1,44.138,0,40.51,0,-0.42738,0,0.88938,421.39,421.946,1.31684,1.31858,-11.666,-11.618,99.8493,52.3661,1.19636,2.72109,4.45208,241.103,0.197534,-15.1886,-1.79082,169.682,502,1089,0.48190248,0.545002752,0.413298923,0.154659626,0,176.7,12.47537,-9999
202502120630,202502120700,-0.077402,1,24.2244,0,35.5864,1,-2.4089,1,0.781162,420.953,421.502,1.30049,1.30219,-11.721,-11.784,99.8159,52.3925,1.17986,1.32746,4.34742,229.478,0.241256,-50.4064,-0.539614,482.425,882.027,1321.44,0.856223686,0.6866127,0.403504647,0.119202349,0,179.5,30.28475,-9999
202502120700,202502120730,0.152395,1,34.159,0,30.9318,0,-1.33744,0,0.679043,420.983,421.567,1.38541,1.38733,-11.627,-11.697,99.7864,55.4098,1.1128,1.35004,3.64569,164.193,0.338634,-98.8335,-0.27521,624.821,1142.37,1711.48,0.803061641,0.616049511,0.409914625,0.170962861,0,185.4,30.14483,-9999
202502120730,202502120800,-0.170956,1,33.3999,0,27.5817,0,-1.03506,0,0.605616,421.194,421.819,1.48145,1.48364,-11.481,-11.491,99.8111,58.293,1.05822,1.77505,4.38841,190.216,0.358768,-120.226,-0.226241,660.17,1207,1808.31,0.776929212,0.91842746,0.405417069,0.170054697,0.678,194.5,29.3282,-9999
202502120800,202502120830,-0.0727807,0,21.3033,0,19.8747,0,-1.94033,0,0.436481,421.781,422.439,1.55603,1.55846,-11.499,-11.274,99.7984,60.1667,1.02837,1.40678,3.70115,184.265,0.234204,-52.4323,-0.518764,468.581,856.715,1283.51,0.745316711,0.858984284,0.406228999,0.138706164,19.62,194.9,32.72332,-9999
202502120830,202502120900,-0.082665,0,36.6012,0,40.3074,0,-0.894702,0,0.885851,422.922,423.566,1.51911,1.52142,-11.317,-10.513,99.7644,55.2667,1.22701,2.57024,5.53135,144.568,0.250004,-37.1114,-0.732929,543.493,993.678,1488.71,0.954593631,0.734072885,0.360256853,0.188205738,77.01,198.2,16.68742,-9999
202502120900,202502120930,-0.176291,1,46.2558,0,54.8699,0,-0.547173,0,1.20631,423.583,424.147,1.33025,1.33202,-11.432,-10.143,99.7495,46.9925,1.49716,3.69067,6.493,150,0.365362,-91.6446,-0.296799,673.485,1231.35,1844.78,0.745616523,0.876195754,0.402689707,0.213817445,124,206.8,14.18131,-9999
202502120930,202502121000,-0.1185,1,77.8226,0,56.5096,0,-1.48034,0,1.24283,424.507,425.073,1.33155,1.33332,-11.553,-9.742,99.7185,45.5589,1.58709,4.15494,6.37641,160.266,0.299824,-30.0953,-0.903795,517.665,946.457,1417.96,0.627141132,0.738480873,0.459157925,0.230116927,162.4,205,10.39668,-9999
202502121000,202502121030,-0.17628,1,70.3337,0,50.8335,0,-1.29145,0,1.11846,425.419,425.947,1.23955,1.24108,-11.711,-9.298,99.7002,40.9465,1.7828,4.45551,6.43334,165.864,0.366022,-60.5763,-0.44902,599.861,1096.74,1643.11,0.589178241,0.785711143,0.46623063,0.227410862,224.8,202.1,10.40697,-9999
202502121030,202502121100,0.104562,1,53.7935,0,39.077,0,-1.12339,0,0.859412,424.713,425.201,1.14911,1.15044,-11.652,-9.765,99.7478,39.3985,1.76355,4.754,6.95229,181.276,0.281577,-36.0701,-0.754088,526.151,961.972,1441.21,0.655553964,0.605204098,0.422537572,0.183866528,216.2,217.2,7.578207,-9999
202502121100,202502121130,-0.222818,1,101.151,0,90.0821,0,-1.50642,0,1.98202,425.676,426.168,1.15412,1.15545,-11.314,-9.3,99.7795,38.1595,1.86671,4.65473,6.91853,185.688,0.411338,-59.8159,-0.454729,596.593,1090.76,1634.16,0.644678214,0.732163916,0.527544311,0.250416653,251.5,232.1,9.651951,-9999
202502121130,202502121200,-0.266061,1,75.238,1,55.3391,1,0.105858,1,1.218,426.089,426.516,1.001,1.00201,-11.063,-8.943,99.7484,32.173,2.10556,4.06603,6.54355,195.242,0.449846,-105.156,-0.258663,714.094,1305.59,1956.01,0.738537067,0.795893837,0.460814496,0.200994776,252.3,228.9,11.59135,-9999
202502121200,202502121230,-0.0499028,0,52.8854,0,42.3313,0,-0.669806,0,0.931887,426.081,426.553,1.10678,1.10801,-10.79,-8.733,99.7273,34.9865,2.05161,3.3229,5.89278,182.473,0.194923,-12.1695,-2.23509,200.186,582,1251,0.953571707,0.674465714,0.433108531,0.168811729,229.5,244,12.19077,-9999
202502121230,202502121300,0.23874,1,46.6804,0,36.6047,0,-1.75,0,0.80629,427.226,427.772,1.27539,1.27702,-10.602,-8.113,99.6707,38.391,2.04053,2.03095,4.29774,193.221,0.42698,-144.861,-0.187767,736.925,1347.33,2018.55,0.578526577,0.994908539,0.420519916,0.170805445,220.5,249.3,26.93385,-9999
202502121300,202502121330,-0.141309,1,36.7931,0,12.9238,0,-1.27434,0,0.284635,427.689,428.328,1.4924,1.49463,-10.694,-8.246,99.6429,45.3798,1.79036,1.921,4.11121,192.095,0.328473,-83.661,-0.325122,679.968,1243.2,1862.54,0.704176824,0.78535406,0.357723357,0.129559639,205.8,250.7,23.51884,-9999
202502121330,202502121400,-0.0618693,1,46.4472,0,26.0887,1,-3.10825,0,0.574849,428.345,429.057,1.66046,1.66322,-10.472,-7.753,99.5852,48.5642,1.75182,0.943807,3.7844,180.381,0.217619,-19.2642,-1.41195,528.717,966.664,1448.24,0.661862523,0.376194099,0.324581269,0.195232938,188.7,251.1,26.16165,-9999
202502121400,202502121430,0.0234958,0,30.2834,0,16.7005,0,-1.51882,0,0.367987,428.204,428.938,1.71062,1.71356,-10.284,-7.752,99.5217,49.9939,1.70331,1.12903,3.35991,152.184,0.134152,-6.91852,-3.93148,66.8125,198,432,0.665133069,0.431321226,0.278368461,0.18452886,163.2,253,20.6838,-9999
202502121430,202502121500,0.0836026,1,25.2237,1,0.773331,2,-1.05117,1,0.0170211,426.393,427.187,1.85791,1.86136,-10.305,-8.928,99.4664,59.4764,1.25945,1.42805,3.80285,114.09,0.252569,-55.4106,-0.490881,672.783,1230.06,1842.86,0.556746801,0.451786454,0.278736076,0.163942368,133,256.5,17.30271,-9999
202502121500,202502121530,-0.0199849,1,25.1634,0,5.47207,0,-1.09875,0,0.120451,426.235,427.075,1.96576,1.96963,-10.262,-8.838,99.4142,62.4567,1.17503,1.28908,4.02646,79.7666,0.123543,-6.49812,-4.18583,85.3842,250,539,0.640338973,0.41165641,0.236520401,0.146652992,123.5,256.2,18.02883,-9999
202502121530,202502121600,0.0390177,0,23.8302,0,14.0749,0,-0.834524,0,0.309802,425.858,426.736,2.05805,2.0623,-10.173,-8.889,99.3916,65.6324,1.07141,1.57642,4.85209,43.3148,0.172629,-18.7177,-1.45317,108.968,333,738,0.677336696,0.622013665,0.309234862,0.131462162,106.1,257.8,22.96274,-9999
202502121600,202502121630,0.0562458,0,19.2688,0,10.4824,0,-0.251151,0,0.230664,425.497,426.455,2.24499,2.25004,-10.236,-9.176,99.3611,73.2021,0.816814,2.09928,4.43246,44.9956,0.207192,-40.0149,-0.679747,490.962,897.635,1344.82,0.611950978,0.59087139,0.339016224,0.117703016,84.5,263.1,15.68611,-9999
202502121630,202502121700,0.0975937,1,27.2268,1,-0.0766945,2,-1.27084,1,-0.00168768,424.75,425.771,2.39661,2.40237,-10.07,-9.162,99.3139,78.0262,0.670485,2.32416,4.79713,42.2139,0.273002,-64.762,-0.42,503.796,921.1,1379.98,0.661837593,0.681248853,0.432518208,0.139599785,68.09,262.6,16.53283,-9999
202502121700,202502121730,-0.0164261,1,14.3071,0,13.6283,0,-0.365067,0,0.299905,424.245,425.274,2.41958,2.42545,-9.94,-9.124,99.3061,78.531,0.65706,2.0604,4.83072,26.3172,0.112014,-8.51262,-3.19526,188.025,541,1153,0.790025949,0.48213691,0.304182675,0.1228263,47.65,259.9,14.74946,-9999
202502121730,202502121800,-0.0519592,1,17.1469,0,12.716,1,-0.395745,0,0.279843,423.889,424.914,2.41304,2.41888,-9.779,-9.068,99.3269,77.9889,0.676637,1.53195,3.17527,340.063,0.199222,-39.9658,-0.680581,110.179,355,817,0.490222399,0.653245742,0.265812528,0.101483496,21.12,260.8,23.66011,-9999
202502121800,202502121830,-0.208122,1,25.4384,1,13.727,1,-0.181858,1,0.30209,423.595,424.675,2.54319,2.54968,-9.628,-9.08,99.3321,82.2822,0.544111,3.24394,6.78139,330.117,0.398707,-215.953,-0.125953,773.115,1413.5,2117.68,0.938139115,0.526752314,0.369833746,0.133717987,3.143,264.4,9.485841,-9999
202502121830,202502121900,-0.167971,1,28.6634,0,19.7355,0,-0.486469,0,0.434176,423.054,424.122,2.5179,2.52426,-9.939,-9.428,99.3152,83.702,0.487047,5.82706,7.83739,328.617,0.357981,-138.703,-0.196103,679.625,1242.57,1861.6,0.54115617,0.6135381,0.390103832,0.181706357,0.55,263.4,6.118654,-9999
202502121900,202502121930,-0.135354,1,25.2695,0,22.1102,0,-0.70746,0,0.486386,422.905,423.956,2.48108,2.48725,-10.015,-9.5,99.2895,82.9239,0.507422,6.4242,9.12459,326.146,0.321346,-113.782,-0.239054,652.171,1192.38,1786.4,0.662573769,0.588355335,0.368704489,0.196117312,0.52,261,5.370757,-9999
202502121930,202502122000,-0.166933,1,42.5203,0,23.3664,0,-0.353806,0,0.514,422.806,423.852,2.46646,2.47256,-10.037,-9.544,99.2344,82.6753,0.51303,6.68301,8.5473,324.254,0.356937,-92.6302,-0.293641,696.555,1273.53,1907.97,0.61234794,0.565738455,0.377184305,0.192751654,0.502,258.5,4.960352,-9999
202502122000,202502122030,-0.215985,1,40.1224,0,27.1216,1,-0.290457,0,0.596637,422.506,423.561,2.4913,2.49752,-9.976,-9.486,99.1605,83.0691,0.503643,7.42475,9.62968,328.95,0.406204,-144.608,-0.188095,726.495,1328.27,1989.98,0.572467466,0.694551654,0.407249309,0.172860348,0.546,261.5,5.513824,-9999
202502122030,202502122100,-0.126965,1,28.6219,0,21.9927,0,-0.622302,0,0.483806,422.42,423.461,2.45693,2.46298,-9.974,-9.489,99.1198,81.9094,0.538007,7.26275,9.08653,325.612,0.3115,-91.3887,-0.29763,661.361,1209.18,1811.57,0.535974813,0.581234892,0.351209339,0.162527228,0.558,261.2,4.710613,-9999
202502122100,202502122130,-0.148015,1,42.0523,0,24.0637,0,-0.727023,0,0.529425,422.237,423.298,2.50611,2.51241,-9.844,-9.368,99.0794,82.7221,0.518763,7.64294,9.96593,326.975,0.336482,-78.377,-0.347041,655.626,1198.69,1795.86,0.653316156,0.54845328,0.383528356,0.190018946,0.574,263.5,4.25456,-9999
202502122130,202502122200,-0.393136,1,17.7512,1,39.7091,1,3.14514,2,0.873636,422.466,423.542,2.54096,2.54743,-9.856,-9.371,99.0613,83.8772,0.483967,8.166,11.0948,321.656,0.548428,-803.845,-0.0338374,786.585,1438.13,2154.58,0.704921981,0.885697465,0.497845358,0.18259299,0.563,262.6,6.307544,-9999
202502122200,202502122230,-0.142803,1,18.3015,0,8.73218,1,-0.15825,1,0.192067,423.027,424.116,2.56718,2.57379,-10.104,-9.641,99.0402,86.5452,0.395384,8.04001,9.63045,308.326,0.330402,-170.457,-0.159571,649.476,1187.45,1779.02,0.50727803,0.617994337,0.381061675,0.200057492,0.505,256.8,4.53745,-9999
202502122230,202502122300,-0.355525,1,24.0984,1,26.0312,1,-0.607759,1,0.57259,423.199,424.269,2.52357,2.52995,-10.041,-9.595,99.0035,84.7359,0.450179,8.84535,11.3078,310.655,0.521463,-508.792,-0.0534599,788.39,1441.43,2159.52,0.780389006,0.802428813,0.472013771,0.189896814,0.503,254.8,5.342211,-9999
202502122300,202502122330,-0.421632,1,-7.31712,2,24.035,1,4.46493,1,0.528651,423.1,424.171,2.52516,2.53155,-10.104,-9.656,98.9834,85.1813,0.434943,8.42153,10.6003,305.736,0.567871,2163.73,0.0125709,808.766,1478.68,2215.34,0.608915429,1.025260942,0.497883521,0.212332051,0.62,262.1,7.069861,-9999
202502122330,202502130000,-0.250251,0,44.278,0,24.4308,0,-1.0776,0,0.537507,422.176,423.204,2.4309,2.43682,-9.836,-9.358,98.9697,80.0901,0.598239,9.37793,12.4139,329.074,0.437762,-163.784,-0.166072,711.626,1301.08,1949.25,0.805191282,0.760193396,0.45038206,0.202400593,0.545,259.9,4.794176,-9999
202502130000,202502130030,-0.416176,1,47.9788,0,32.9709,0,0.241628,0,0.725374,422.504,423.561,2.49584,2.50209,-9.866,-9.396,98.9579,82.4643,0.525339,9.14905,12.0606,325.514,0.564533,-324.139,-0.0839146,764.989,1398.64,2095.42,0.865345018,1.003977091,0.530612853,0.213261811,0.602,263.9,6.367492,-9999
202502130030,202502130100,-0.64526,1,-3.4454,2,78.5396,1,3.99323,2,1.72742,422.973,424,2.42333,2.42922,-10.162,-9.696,98.9323,81.9585,0.527893,9.11931,12.3248,309.219,0.702621,8700.63,0.00312621,899.422,1644.43,2463.66,0.762313584,1.080647954,0.539416351,0.229241358,0.535,258.2,6.920285,-9999
202502130100,202502130130,-0.257036,1,50.5528,0,33.4823,0,-0.868137,0,0.736195,423.247,424.271,2.41442,2.42026,-10.45,-10.016,98.9236,83.7412,0.46385,9.77974,12.6634,304.845,0.443205,-148.822,-0.182769,700.027,1279.87,1917.48,0.677763233,0.716064243,0.465444948,0.193515632,0.425,245.3,4.321681,-9999
202502130130,202502130200,-0.181838,1,46.8671,0,27.9862,0,-0.338401,0,0.615349,423.089,424.114,2.41871,2.42458,-10.429,-10.018,98.8977,83.8814,0.459777,9.80164,11.9683,305.096,0.372825,-95.5355,-0.284711,633.99,1159.14,1736.6,0.615121126,0.645474244,0.443159114,0.193450769,0.46,246.3,3.894849,-9999
202502130200,202502130230,-0.184429,1,42.6472,0,25.2788,0,-0.645874,0,0.555853,422.891,423.931,2.45199,2.45802,-10.364,-9.952,98.8552,84.5555,0.44286,9.60237,11.8521,305.192,0.375603,-107.321,-0.253446,630.787,1153.28,1727.82,0.51896339,0.63126302,0.449297229,0.197453032,0.349,238.3,3.898712,-9999
202502130230,202502130300,-0.138286,1,37.2601,0,21.0126,0,-0.549561,0,0.462026,422.754,423.79,2.44521,2.4512,-10.394,-9.995,98.8306,84.5869,0.440464,9.19961,11.1836,303.209,0.325253,-79.7499,-0.341066,596.273,1090.18,1633.28,0.5153232,0.563197124,0.417419453,0.18251,0.161,222.9,3.631302,-9999
202502130300,202502130330,-0.110582,1,24.7983,0,15.3617,0,-0.437621,0,0.337727,422.706,423.724,2.40137,2.40715,-10.511,-10.141,98.8114,84.019,0.451449,9.63274,11.5706,302.01,0.290798,-85.6242,-0.317667,579.677,1059.83,1587.82,0.524720878,0.562149446,0.386604449,0.133175448,0.015,205.2,3.492079,-9999
202502130330,202502130400,-0.242203,1,47.8324,0,35.8507,0,-1.02193,0,0.788112,422.737,423.714,2.30615,2.31148,-10.587,-10.229,98.7876,81.2327,0.526475,10.2775,12.4134,303.568,0.43034,-143.839,-0.1891,688.727,1259.21,1886.53,0.642893459,0.714897195,0.461222289,0.169044964,0.045,205.9,4.113709,-9999
202502130400,202502130430,-0.226882,0,40.7849,0,28.619,0,-0.928269,0,0.629106,423.067,424.024,2.25679,2.26189,-10.662,-10.282,98.7575,79.8037,0.56419,10.8764,14.3525,302.293,0.416524,-152.927,-0.177862,664.773,1215.42,1820.92,0.778671946,0.740598407,0.466611187,0.178365916,0.163,218.6,4.048308,-9999
202502130430,202502130500,-0.22445,1,50.4048,0,30.9895,0,-1.19188,0,0.681348,423.166,424.096,2.19236,2.19718,-10.445,-10.073,98.7343,76.2345,0.674981,11.0697,13.6011,302.24,0.414494,-121.919,-0.223099,637.799,1166.1,1747.03,0.681916417,0.760488001,0.489013292,0.198824043,0.271,226.8,4.076034,-9999
202502130500,202502130530,-0.320676,1,70.4414,0,55.6869,0,-1.89018,0,1.22451,423.347,424.28,2.20036,2.20521,-10.336,-9.94,98.728,75.7073,0.697248,11.4134,14.4545,297.692,0.495583,-149.104,-0.182423,654.655,1196.92,1793.2,0.875767092,0.810027777,0.56592314,0.215997454,0.338,235.9,4.264475,-9999
202502130530,202502130600,-0.264001,1,56.8594,0,47.0593,0,-1.24005,0,1.03504,423.302,424.258,2.25228,2.25736,-10.088,-9.692,98.7147,75.9846,0.702887,11.8961,14.5261,296.067,0.449908,-138.198,-0.196819,638.945,1168.2,1750.17,0.692101871,0.754949667,0.529603625,0.214155084,0.452,244.5,3.793371,-9999
202502130600,202502130630,-0.397548,1,90.0859,0,64.839,0,-2.35685,0,1.42641,423.264,424.251,2.32621,2.33164,-9.838,-9.455,98.7262,77.0388,0.684674,12.1093,15.1013,296.12,0.552321,-161.395,-0.16853,658.593,1204.12,1803.99,0.823425771,0.868055298,0.626003994,0.273106939,0.455,243.5,4.348878,-9999
202502130630,202502130700,-0.352859,1,129.193,0,90.3202,0,-2.73674,0,1.98738,423.226,424.213,2.32736,2.33279,-9.629,-9.236,98.7392,75.7668,0.735194,11.9481,14.6998,297.446,0.520534,-94.2165,-0.288697,639.45,1169.12,1751.55,0.785651959,0.810133322,0.61213724,0.341414704,0.283,230.7,4.077137,-9999
202502130700,202502130730,-0.338131,1,93.6344,0,69.6415,0,-1.45053,0,1.53243,423.261,424.245,2.31971,2.3251,-9.584,-9.195,98.7618,75.295,0.751896,12.2635,14.8106,296.574,0.509536,-121.948,-0.223046,648.359,1185.41,1775.96,0.735471277,0.886196367,0.588927839,0.282014361,0.257,229.1,4.33618,-9999
202502130730,202502130800,-0.391253,1,71.9687,0,43.2706,0,-3.71633,0,0.952217,423.877,424.898,2.40253,2.40832,-9.527,-9.121,98.7745,77.5439,0.687412,12.4423,15.9319,297.831,0.548151,-197.556,-0.137682,697.188,1274.68,1909.7,0.832286609,1.091224083,0.578589665,0.26872458,1.811,239.7,5.224372,-9999
202502130800,202502130830,-0.271107,1,84.3222,0,66.1202,0,-0.827485,0,1.45492,424.526,425.579,2.47599,2.48214,-9.651,-9.214,98.792,80.5094,0.592334,12.7889,16.3739,302.372,0.456177,-97.1964,-0.279846,621.271,1135.88,1701.76,0.874181331,0.891167212,0.556146563,0.287992187,12.25,255.5,4.149817,-9999
202502130830,202502130900,-0.275467,1,83.1464,0,51.5558,0,-0.121415,0,1.1343,425.133,426.232,2.57835,2.58501,-9.828,-9.345,98.8226,84.7318,0.459257,13.3647,16.719,301.761,0.459654,-100.866,-0.269664,638.188,1166.81,1748.1,0.74149646,0.813691588,0.541879138,0.27481612,37.74,268.2,3.637113,-9999
202502130900,202502130930,-2.92865,1,-9999,2,113.508,1,22.1968,2,2.49879,424.928,426.049,2.63003,2.63696,-9.239,-8.725,98.8476,82.3549,0.557158,13.6596,18.9907,306.815,1.50034,620.636,0.043826,985.066,1801.01,2698.25,1.1405788,2.503030164,1.028051555,0.609423498,73.81,253.9,10.44998,-9999
202502130930,202502131000,-0.51489,0,48.7923,0,57.5931,0,0.00934554,0,1.26884,424.725,425.748,2.40445,2.41024,-8.651,-7.914,98.8725,70.6964,0.985668,14.9477,18.9018,320.23,0.629948,-442.596,-0.0614556,703.749,1286.68,1927.68,1.085822269,1.000044999,0.657187188,0.246859879,172.3,227.7,3.954089,-9999
202502131000,202502131030,-0.642999,1,31.4591,1,90.6551,1,1.36997,2,1.99678,425.119,426.172,2.47054,2.47666,-8.908,-8.154,98.8843,74.0201,0.85768,15.5302,19.4285,316.441,0.703615,-956.631,-0.0284331,752.87,1376.49,2062.23,1.015967519,1.175903908,0.674671772,0.251316931,204.5,250.9,4.436348,-9999
202502131030,202502131100,-0.838386,1,122.883,0,102.307,0,-1.20683,0,2.25328,425.343,426.282,2.20368,2.20855,-9.093,-8.226,98.9195,66.4194,1.1024,15.5843,19.7396,314.407,0.803144,-364.306,-0.0746626,774.868,1416.71,2122.48,1.137708223,1.317668395,0.742875494,0.370626497,237.2,236.4,4.972597,-9999
202502131100,202502131130,-0.988583,1,146.523,0,134.411,0,-1.05577,0,2.96003,425.009,425.888,2.06234,2.06661,-9.08,-8.345,98.9756,62.7729,1.21086,15.0225,20.186,314.919,0.871658,-390.729,-0.0696135,780.491,1426.99,2137.89,1.300822817,1.479638469,0.798993742,0.437592276,170.5,248.4,5.777969,-9999
202502131130,202502131200,-1.40812,1,81.0949,1,135.249,1,-1.12416,1,2.97844,425.314,426.261,2.22179,2.22674,-9.117,-8.357,99.0067,67.7102,1.04929,15.4558,19.9913,303.811,1.04015,-1199.89,-0.0226688,874.249,1598.41,2394.7,1.237190365,1.91977082,0.827383829,0.482044604,210.5,243.6,7.407065,-9999
202502131200,202502131230,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,521.1,239.8,5.507544,-9999
202502131230,202502131300,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,598.1,210.9,7.122519,-9999
202502131300,202502131330,-1.22913,1,157.832,0,144.478,0,-2.61741,0,3.18056,425.703,426.467,1.79169,1.7949,-9.74,-8.733,99.1511,56.3086,1.37878,13.6066,18.4955,305.716,0.970316,-500.975,-0.0542941,841.327,1538.21,2304.53,1.484840059,1.633738045,0.80977466,0.414746911,348,232.3,7.132422,-9999
202502131330,202502131400,-0.834893,1,144.718,0,105.896,0,-2.56808,0,2.33076,425.507,426.258,1.76085,1.76396,-9.835,-8.933,99.1772,56.2278,1.35987,13.6021,18.2612,308.873,0.799293,-305.454,-0.0890477,779.86,1425.83,2136.16,1.245732716,1.40692928,0.733401663,0.417013189,251.5,242.1,6.066083,-9999
202502131400,202502131430,-1.31313,1,183.921,0,132.558,0,-3.37864,0,2.91733,425.595,426.375,1.82903,1.83238,-9.991,-9.035,99.2379,58.9085,1.26645,12.7907,17.612,309.091,1.00192,-473.603,-0.057432,832.055,1521.26,2279.13,1.288766852,1.64638999,0.847814838,0.421424964,267.2,238.4,7.669666,-9999
202502131430,202502131500,-0.930018,0,153.574,0,96.1452,1,-1.76207,0,2.11558,425.56,426.324,1.79124,1.79445,-10.116,-9.223,99.2856,58.5759,1.25802,12.6684,17.3687,306.878,0.842681,-337.569,-0.0805761,765.113,1398.87,2095.76,1.378060231,1.511019523,0.791886987,0.42285222,246.9,243.2,7.014162,-9999
202502131500,202502131530,-0.960093,0,191.67,0,118.799,0,-4.20953,0,2.61413,425.979,426.737,1.77471,1.77786,-10.168,-9.196,99.3291,57.9382,1.2801,13.2768,18.1584,306.835,0.856052,-283.643,-0.0958952,790.558,1445.39,2165.46,1.397805423,1.477998647,0.772217586,0.464664395,323.2,235.3,6.638702,-9999
202502131530,202502131600,-0.739791,0,124.225,0,83.9465,0,-2.80831,0,1.84649,426.092,426.821,1.70876,1.71168,-10.545,-9.606,99.3823,57.6471,1.24799,13.8768,18.3156,303.705,0.750651,-295.182,-0.0921464,753.857,1378.29,2064.93,1.306277153,1.429877617,0.718593766,0.408565784,250.2,218.7,6.218976,-9999
202502131600,202502131630,-0.868116,1,154.785,0,102.419,0,-3.60946,0,2.25197,425.576,426.312,1.72511,1.72809,-10.781,-10.009,99.4709,60.1279,1.13821,13.378,17.6235,302.541,0.812173,-300.246,-0.0905923,783.086,1431.73,2144.99,1.201207726,1.408946415,0.74138519,0.438559004,165.6,206.7,6.244798,-9999
